Latitud_RX,Longitud_RX,Latitud_TX,Longitud_TX,Item_conta,RSSI_RX,SNR_RX,Distancia_to_TX,Azimuth_to_TX,Fecha(UTC)
-0.212607,-78.489326,-0.212447,-78.489723,1,-84,5.00,47,291.96,
-0.212607,-78.489334,-0.212449,-78.489723,2,-84,5.00,46,292.10,
-0.212607,-78.489342,-0.212449,-78.489723,2,-84,5.00,45,292.50,
-0.212604,-78.489349,-0.212449,-78.489723,2,-80,6.00,45,292.52,
-0.212599,-78.489365,-0.212459,-78.489716,3,-80,6.00,42,291.75,
-0.212595,-78.489372,-0.212459,-78.489716,3,-82,5.75,41,291.61,
-0.212593,-78.489380,-0.212456,-78.489716,4,-82,5.75,40,292.20,
-0.212590,-78.489388,-0.212456,-78.489716,4,-82,5.75,39,292.22,
-0.212586,-78.489403,-0.212456,-78.489716,4,-86,1.25,37,292.57,
-0.212581,-78.489410,-0.212455,-78.489716,5,-86,1.25,36,292.43,
-0.212577,-78.489418,-0.212455,-78.489716,5,-86,1.25,35,292.29,
-0.212575,-78.489433,-0.212456,-78.489716,1,-73,-0.25,34,292.86,
-0.212578,-78.489441,-0.212456,-78.489716,1,-73,-0.25,33,293.95,
-0.212577,-78.489449,-0.212456,-78.489716,1,-86,1.50,32,294.38,
-0.212575,-78.489456,-0.212458,-78.489723,2,-86,1.50,32,293.66,
-0.212573,-78.489464,-0.212458,-78.489723,2,-86,1.50,31,293.91,
-0.212573,-78.489471,-0.212458,-78.489723,2,-81,-1.00,30,294.55,
-0.212570,-78.489479,-0.212458,-78.489723,3,-81,-1.00,29,294.64,
-0.212570,-78.489479,-0.212458,-78.489723,3,-81,-1.00,29,294.64,
-0.212565,-78.489479,-0.212458,-78.489723,3,-81,-1.00,29,293.67,
-0.212565,-78.489487,-0.212458,-78.489723,3,-81,-1.00,28,294.34,
-0.212560,-78.489487,-0.212458,-78.489723,3,-82,3.75,28,293.33,
-0.212555,-78.489502,-0.212457,-78.489723,5,-82,3.75,26,293.89,
-0.212555,-78.489517,-0.212457,-78.489723,5,-85,2.00,25,295.45,
-0.212554,-78.489525,-0.212457,-78.489723,1,-85,2.00,24,296.06,
-0.212552,-78.489532,-0.212457,-78.489723,1,-85,2.00,23,296.48,
-0.212549,-78.489540,-0.212457,-78.489723,1,-86,1.75,22,296.68,
-0.212548,-78.489548,-0.212457,-78.489716,2,-86,1.75,21,298.47,
-0.212547,-78.489555,-0.212457,-78.489716,2,-81,7.75,20,299.33,
-0.212542,-78.489571,-0.212458,-78.489716,3,-81,7.75,18,300.09,
-0.212539,-78.489578,-0.212458,-78.489716,3,-81,7.75,17,300.53,
-0.212538,-78.489594,-0.212458,-78.489716,3,-86,0.75,16,303.24,
-0.212536,-78.489601,-0.212460,-78.489716,4,-86,0.75,15,303.59,
-0.212532,-78.489609,-0.212460,-78.489716,4,-86,0.75,14,303.98,
-0.212530,-78.489616,-0.212460,-78.489723,5,-75,-3.25,14,303.24,
-0.212533,-78.489639,-0.212460,-78.489723,5,-75,-3.25,12,311.02,
-0.212533,-78.489647,-0.212460,-78.489723,5,-86,3.00,11,313.74,
-0.212532,-78.489662,-0.212463,-78.489723,1,-86,3.00,10,318.50,
-0.212534,-78.489670,-0.212463,-78.489723,1,-86,3.00,9,323.04,
-0.212534,-78.489677,-0.212463,-78.489723,1,-83,-2.50,9,327.18,
-0.212535,-78.489685,-0.212464,-78.489723,2,-83,-2.50,8,331.75,
-0.212541,-78.489693,-0.212464,-78.489723,2,-83,-2.50,9,338.38,
-0.212544,-78.489700,-0.212464,-78.489723,2,-83,-2.50,9,344.03,
-0.212547,-78.489708,-0.212464,-78.489723,2,-83,-2.50,9,349.58,
-0.212547,-78.489716,-0.212464,-78.489723,2,-78,6.75,9,354.75,
-0.212546,-78.489723,-0.212460,-78.489731,4,-78,6.75,9,354.93,
-0.212543,-78.489731,-0.212460,-78.489731,4,-82,6.75,9,0.00,
-0.212536,-78.489738,-0.212460,-78.489731,5,-82,6.75,8,5.73,
-0.212530,-78.489754,-0.212460,-78.489731,5,-82,6.75,8,18.10,
-0.212527,-78.489754,-0.212460,-78.489731,5,-75,7.75,7,18.86,
-0.212523,-78.489761,-0.212461,-78.489731,1,-75,7.75,7,26.20,
-0.212523,-78.489769,-0.212461,-78.489731,1,-76,10.25,8,31.60,
-0.212523,-78.489784,-0.212465,-78.489731,2,-76,10.25,8,42.64,
-0.212527,-78.489792,-0.212465,-78.489731,2,-76,10.25,9,44.55,
-0.212524,-78.489815,-0.212465,-78.489731,2,-78,8.50,11,54.90,
-0.212524,-78.489822,-0.212460,-78.489723,3,-78,8.50,13,57.17,
-0.212521,-78.489830,-0.212460,-78.489723,3,-78,8.50,13,60.27,
-0.212516,-78.489845,-0.212457,-78.489723,4,-76,-1.25,15,64.20,
-0.212510,-78.489861,-0.212457,-78.489723,4,-76,-1.25,16,68.89,
-0.212506,-78.489868,-0.212457,-78.489723,4,-82,5.25,17,71.32,
-0.212509,-78.489853,-0.212460,-78.489731,5,-82,5.25,14,68.12,
-0.212503,-78.489861,-0.212460,-78.489731,5,-82,5.25,15,71.65,
-0.212500,-78.489868,-0.212460,-78.489731,5,-78,3.75,15,73.76,
-0.212496,-78.489883,-0.212464,-78.489731,1,-78,3.75,17,78.15,
-0.212493,-78.489891,-0.212464,-78.489731,1,-82,5.50,18,79.74,
-0.212490,-78.489899,-0.212466,-78.489731,2,-82,5.50,18,81.86,
-0.212479,-78.489914,-0.212466,-78.489731,2,-82,5.50,20,85.94,
-0.212476,-78.489922,-0.212466,-78.489731,2,-85,1.50,21,87.00,
-0.212473,-78.489929,-0.212466,-78.489731,3,-85,1.50,22,87.98,
-0.212466,-78.489937,-0.212466,-78.489731,3,-85,4.25,22,90.00,
-0.212461,-78.489944,-0.212465,-78.489731,4,-85,4.25,23,91.07,
-0.212456,-78.489952,-0.212465,-78.489731,4,-85,4.25,24,92.33,
-0.212442,-78.489975,-0.212465,-78.489731,4,-86,3.00,27,95.38,
-0.212437,-78.489983,-0.212466,-78.489723,5,-86,3.00,29,96.38,
-0.212431,-78.489990,-0.212466,-78.489723,5,-87,-2.75,29,97.47,
-0.212422,-78.489998,-0.212470,-78.489723,1,-87,-2.75,31,99.91,
-0.212414,-78.490013,-0.212470,-78.489723,1,-87,-2.75,32,100.93,
-0.212406,-78.490021,-0.212470,-78.489723,1,-90,-5.00,33,102.14,
-0.212389,-78.490044,-0.212470,-78.489723,1,-90,-5.00,36,104.18,
-0.212379,-78.490051,-0.212470,-78.489723,1,-90,-5.00,37,105.50,
-0.212369,-78.490059,-0.212464,-78.489723,3,-81,-12.75,38,105.80,
-0.212360,-78.490074,-0.212464,-78.489723,3,-81,-12.75,40,106.51,
-0.212352,-78.490074,-0.212464,-78.489723,3,-81,-12.75,40,107.70,
-0.212342,-78.490082,-0.212464,-78.489723,3,-81,-12.75,42,108.79,
-0.212322,-78.490089,-0.212464,-78.489723,3,-81,-12.75,43,111.20,
-0.212312,-78.490082,-0.212464,-78.489723,3,-81,-12.75,43,112.97,
-0.212301,-78.490082,-0.212464,-78.489723,3,-81,-12.75,43,114.45,
-0.212293,-78.490082,-0.212464,-78.489723,3,-90,-2.75,44,115.50,
-0.212280,-78.490082,-0.212459,-78.489731,1,-90,-2.75,43,117.02,
-0.212269,-78.490074,-0.212459,-78.489731,1,-90,-2.75,43,118.96,
-0.212261,-78.490059,-0.212459,-78.489731,1,-91,-16.25,42,121.11,
-0.212255,-78.490059,-0.212459,-78.489731,1,-91,-16.25,42,121.87,
-0.212247,-78.490051,-0.212459,-78.489731,1,-89,-4.00,42,123.49,
-0.212240,-78.490044,-0.212454,-78.489738,3,-89,-4.00,41,125.04,
-0.212233,-78.490036,-0.212454,-78.489738,3,-89,-4.00,41,126.60,
-0.212226,-78.490028,-0.212454,-78.489738,3,-82,6.50,41,128.18,
-0.212227,-78.490013,-0.212454,-78.489738,4,-82,6.50,39,129.58,
-0.212224,-78.490005,-0.212454,-78.489738,4,-83,0.25,39,130.74,
-0.212223,-78.489998,-0.212455,-78.489738,5,-83,0.25,38,131.81,
-0.212226,-78.489983,-0.212455,-78.489738,5,-83,0.25,37,133.17,
-0.212232,-78.489975,-0.212455,-78.489738,5,-89,-1.00,36,133.32,
-0.212237,-78.489967,-0.212456,-78.489738,1,-89,-1.00,35,133.74,
-0.212245,-78.489952,-0.212456,-78.489738,1,-89,-1.00,33,134.65,
-0.212250,-78.489944,-0.212456,-78.489738,2,-78,-5.25,32,135.00,
-0.212256,-78.489937,-0.212456,-78.489738,2,-78,-5.25,31,135.24,
-0.212262,-78.489929,-0.212456,-78.489738,2,-83,7.00,30,135.49,
-0.212266,-78.489914,-0.212446,-78.489731,3,-83,7.00,28,134.51,
-0.212272,-78.489906,-0.212446,-78.489731,3,-83,7.00,27,134.76,
-0.212280,-78.489906,-0.212446,-78.489731,3,-80,3.75,26,133.41,
-0.212293,-78.489891,-0.212447,-78.489731,4,-80,3.75,24,133.87,
-0.212301,-78.489891,-0.212447,-78.489731,4,-79,7.00,24,132.34,
-0.212309,-78.489883,-0.212450,-78.489738,5,-79,7.00,22,134.21,
-0.212316,-78.489876,-0.212450,-78.489738,5,-79,7.00,21,134.30,
-0.212320,-78.489868,-0.212450,-78.489738,5,-82,5.00,20,135.06,
-0.212325,-78.489861,-0.212454,-78.489738,1,-82,5.00,19,136.58,
-0.212339,-78.489845,-0.212454,-78.489738,1,-80,6.75,17,137.12,
-0.212344,-78.489838,-0.212456,-78.489738,2,-80,6.75,16,138.48,
-0.212349,-78.489838,-0.212456,-78.489738,2,-80,6.75,16,137.18,
-0.212357,-78.489822,-0.212456,-78.489738,2,-75,9.75,14,139.72,
-0.212364,-78.489822,-0.212457,-78.489738,3,-75,9.75,13,137.94,
-0.212367,-78.489815,-0.212457,-78.489738,3,-72,8.75,13,139.71,
-0.212377,-78.489799,-0.212457,-78.489738,4,-72,8.75,11,142.66,
-0.212383,-78.489784,-0.212457,-78.489738,4,-72,8.75,9,148.26,
-0.212392,-78.489777,-0.212457,-78.489738,4,-74,9.75,8,149.59,
-0.212394,-78.489777,-0.212456,-78.489731,5,-74,9.75,8,143.56,
-0.212401,-78.489769,-0.212456,-78.489731,5,-74,9.75,7,145.26,
-0.212408,-78.489761,-0.212454,-78.489731,1,-78,-10.50,6,146.44,
-0.212421,-78.489746,-0.212454,-78.489731,1,-78,-10.50,4,155.19,
-0.212428,-78.489738,-0.212454,-78.489731,1,-69,11.00,3,163.65,
-0.212435,-78.489738,-0.212451,-78.489731,2,-69,11.00,1,154.48,
-0.212443,-78.489731,-0.212451,-78.489731,2,-69,11.00,0,180.00,
-0.212449,-78.489723,-0.212451,-78.489731,2,-66,11.00,0,255.39,
